MYCS,artist,song,ranking
0.65,the osmonds,down by the lazy river,2140
0.65,tlc,aint 2 proud 2 beg,2141
0.65,sammi smith,help me make it through the night,2142
0.65,james ingram,i dont have the heart,2143
0.65,kool  the gang,too hot,2144
0.65,creedence clearwater revival,lookin out my back door,2145
0.65,tevin campbell,can we talk,2146
0.65,papa roach,scars,2147
0.65,johnny cash,a boy named sue,2148
0.65,stevie nicks and don henley,leather and lace,2149
0.65,king harvest,dancing in the moonlight,2150
0.65,pitbull featuring christina aguilera,feel this moment,2151
0.65,Ariana Grande,"Break Up with Your Girlfriend, I'm Bored",2152
0.65,the manhattan transfer,the boy from new york city,2153
0.65,Luke Combs,The Kind of Love We Make,2154
0.65,martha and the vandellas,jimmy mack,2155
0.65,katy perry,waking up in vegas,2156
0.64,Camila Cabello,My Oh My,2157
0.64,sean paul featuring keyshia cole,when you gonna give it up to me,2158
0.64,jeremih,birthday sex,2159
0.64,n sync,i want you back,2160
0.64,billy preston,nothing from nothing,2161
0.64,janet jackson,control,2162
0.64,112,cupid,2163
0.64,the happenings,i got rhythm,2164
0.64,sandy posey,born a woman,2165
0.64,Drake,Fake Love,2166
0.64,johnny nash,hold me tight,2167
0.64,enrique iglesias,be with you,2168
0.64,billy idol,eyes without a face,2169
0.64,barry manilow,could it be magic,2170
0.64,98 degrees,the hardest thing,2171
0.64,leif garrett,i was made for dancin,2172
0.64,celine dion,where does my heart beat now,2173
0.64,nore,nothin,2174
0.64,Bruno Mars,Please Me,2175
0.64,onyx,slam,2176
0.64,jonathan edwards,sunshine,2177
0.64,foreigner,urgent,2178
0.64,jayz featuring beyonce,03 bonnie  clyde,2179
0.64,boyz ii men,its so hard to say goodbye to yesterday,2180
0.64,sheriff,when im with you,2181
0.64,the miracles,baby baby dont cry,2182
0.64,los lonely boys,heaven,2183
0.64,tove lo,talking body,2184
0.64,Future,Jumpman,2185
0.64,lady gaga,applause,2186
0.64,Tate McRae,You Broke Me First,2187
0.64,pink,blow me one last kiss,2188
0.64,craig david,fill me in,2189
0.64,Morgan Wallen,One Thing at a Time,2190
0.64,phil collins,you cant hurry love,2191
0.64,Imagine Dragons,Whatever It Takes,2192
0.64,ariana grande featuring zedd,break free,2193
0.64,la bouche,sweet dreams,2194
0.64,da brat,funkdafied,2195
0.64,the black eyed peas,the time dirty bit,2196
0.64,rod stewart,youre in my heart the final acclaim,2197
0.64,anne murray,dannys song,2198
0.64,the supremes,back in my arms again,2199
0.64,brook benton,rainy night in georgia,2200
0.64,OneRepublic,I Ain't Worried,2201
0.64,the sos band,take your time do it right,2202
0.64,the carpenters,rainy days and mondays,2203
0.64,bobby mcferrin,dont worry be happy,2204
0.64,barry manilow,looks like we made it,2205
0.64,fall out boy,thnks fr th mmrs,2206
0.64,gary wright,dream weaver,2207
0.64,rod stewart,downtown train,2208
0.64,chicago,youre the inspiration,2209
0.64,brandy,baby,2210
0.64,level 42,something about you,2211
0.64,air supply,even the nights are better,2212
0.636,Willy William,Mi Gente,2213
0.636,pink,most girls,2214
0.636,brandy,i wanna be down,2215
0.63,journey,separate ways worlds apart,2216
0.63,pm dawn,looking through patient eyes,2217
0.63,jerry butler,only the strong survive,2218
0.63,eric carmen,make me lose control,2219
0.63,timbaland featuring justin timberlake,carry out,2220
0.63,technotronic featuring ya kid k,move this,2221
0.63,procol harum,a whiter shade of pale,2222
0.63,the pointer sisters,neutron dance,2223
0.63,owl city and carly rae jepsen,good time,2224
0.63,Beyoncé,Break My Soul,2225
0.63,roberta flack  donny hathaway,the closer i get to you,2226
0.63,eurythmics,here comes the rain again,2227
0.63,no doubt,its my life,2228
0.63,atlanta rhythm section,so in to you,2229
0.63,the cyrkle,red rubber ball,2230
0.63,3 doors down,let me go,2231
0.63,Gnash,"I Hate U, I Love U",2232
0.63,monica,before you walk out of my life  like this and like that,2233
0.63,lfo,summer girls,2234
0.63,dj jazzy jeff  the fresh prince,summertime,2235
0.63,Future,Superhero (Heroes & Villains),2236
0.63,Cardi B,Money,2237
0.63,vicki sue robinson,turn the beat around,2238
0.63,plies featuring neyo,bust it baby part 2,2239
0.63,mel and tim,starting all over again,2240
0.63,real mccoy,run away,2241
0.63,rod stewart,passion,2242
0.63,christina aguilera,come on over baby all i want is you,2243
0.63,gordon lightfoot,if you could read my mind,2244
0.63,prince,u got the look,2245
0.63,Kendrick Lamar,Don't Wanna Know,2246
0.63,five,when the lights go out,2247
0.63,ohio express,yummy yummy yummy,2248
0.63,bobby boris pickett and the cryptkickers,monster mash,2249
0.63,earth wind  fire,after the love has gone,2250
0.63,charlene,ive never been to me,2251
0.63,george mccrae,rock your baby,2252
0.63,enrique iglesias featuring descemer bueno and gente de zona,bailando,2253
0.63,linkin park,what ive done,2254
0.63,kenny rogers  the first edition,somethings burning,2255
0.63,diddy  dirty money featuring skylar grey,coming home,2256
0.63,tweet featuring missy elliott,oops oh my,2257
0.63,barbra streisand  donna summer,no more tears enough is enough,2258
0.63,harry chapin,cats in the cradle,2259
0.63,taylor dayne,dont rush me,2260
0.63,paula cole,where have all the cowboys gone,2261
0.63,Olivia Rodrigo,Traitor,2262
0.63,nivea featuring jagged edge,dont mess with my man,2263
0.63,barbara lewis,baby im yours,2264
0.63,pink,sober,2265
0.63,bananarama,venus,2266
0.63,janet,someone to call my lover,2267
0.63,Metro Boomin,Ric Flair Drip,2268
0.63,nick jonas,jealous,2269
0.63,janet jackson,rhythm nation,2270
0.624,tlc,what about your friends,2271
0.62,billy joel,uptown girl,2272
0.62,ub40,red red wine,2273
0.62,Alessia Cara,Here,2274
0.62,lionel richie,dancing on the ceiling,2275
0.62,daryl hall  john oates,one on one,2276
0.62,paul davis,65 love affair,2277
0.62,monica,so gone,2278
0.62,the kingsmen,the jolly green giant,2279
0.62,scorpions,wind of change,2280
0.62,badfinger,day after day,2281
0.62,kim carnes,more love,2282
0.62,commodores,lady you bring me up,2283
0.62,ellie goulding,burn,2284
0.62,carla thomas,baby,2285
0.62,michael martin murphey,wildfire,2286
0.62,ruff endz,no more,2287
0.62,bloodstone,natural high,2288
0.62,the buckinghams,dont you care,2289
0.62,Pooh Shiesty,Back in Blood,2290
0.62,the zombies,time of the season,2291
0.62,fleetwood mac,dreams,2292
0.62,estelle featuring kanye west,american boy,2293
0.62,jayz featuring amil and ja rule,can i get a,2294
0.62,kelly clarkson,a moment like this,2295
0.62,the crazy world of arthur brown,fire,2296
